GLOBAL_ID,ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,CATALOGUE
830,830,24d10m15.8s,15d47m25.4s,25,25,25,0,4,59,1.25,A
831,831,24d10m16.1s,15d47m12.5s,19,18,19,0,4,122,0.71,A
832,832,24d10m16.1s,15d45m45.6s,15,15,15,0,4,143,3.63,A
833,833,24d10m16.1s,15d46m57.0s,18,18,18,0,2,-226,0.49,A
834,834,24d10m16.2s,15d47m13.2s,18,18,18,0,4,-116,0.73,A
835,835,24d10m16.2s,15d48m37.8s,17,15,16,-90,1,37,4.64,A
836,836,24d10m16.2s,15d46m12.5s,43,43,43,0,4,-84,2.36,A
837,837,24d10m16.2s,15d48m32.4s,36,36,36,0,1,-51,4.38,A
838,838,24d10m16.4s,15d48m42.0s,25,25,25,0,1,60,4.83,A
839,839,24d10m16.4s,15d48m36.4s,35,35,35,0,1,33,4.57,A
840,840,24d10m16.4s,15d47m22.6s,19,19,19,0,4,-57,1.11,A
841,841,24d10m16.5s,15d47m4.2s,35,35,35,0,4,-190,0.46,A
842,842,24d10m16.6s,15d47m14.6s,34,26,31,0,4,103,0.77,A
843,843,24d10m16.6s,15d48m2.1s,22,21,21,0,2,14,2.94,A
844,844,24d10m16.7s,15d48m39.3s,40,40,40,0,1,40,4.7,A
845,845,24d10m16.7s,15d48m40.5s,17,17,17,0,1,47,4.76,A
846,846,24d10m16.8s,15d47m13.6s,26,26,26,0,4,-110,0.73,A
847,847,24d10m16.8s,15d47m6.3s,21,21,21,0,4,-172,0.48,A
848,848,24d10m16.8s,15d47m53.8s,31,31,31,0,2,-61,2.55,A
849,849,24d10m16.9s,15d46m46.2s,16,16,16,0,2,-159,0.82,A
850,850,24d10m16.9s,15d45m17.1s,30,30,30,0,2,-348,4.98,A
851,851,24d10m17.0s,15d47m17.7s,39,38,38,0,4,78,0.89,A
852,852,24d10m17.1s,15d46m55.0s,40,40,40,0,2,-217,0.5,A
853,853,24d10m17.1s,15d48m41.3s,31,31,31,0,1,51,4.8,A
854,854,24d10m17.1s,15d46m56.9s,44,44,44,0,2,-231,0.45,A
855,855,24d10m17.2s,15d45m59.1s,29,29,29,0,4,27,2.99,A
856,856,24d10m17.2s,15d46m0.7s,54,54,54,0,4,13,2.91,A
857,857,24d10m17.4s,15d46m32.7s,22,22,22,0,2,-116,1.41,A
858,858,24d10m17.5s,15d47m30.6s,157,117,143,-84,4,62,1.46,A
859,859,24d10m17.5s,15d48m33.7s,27,27,27,0,1,-34,4.44,A
860,860,24d10m17.5s,15d46m31.2s,42,41,41,0,2,-119,1.48,A
861,861,24d10m17.5s,15d48m35.7s,45,39,43,-90,1,-25,4.53,A
862,862,24d10m17.6s,15d46m60.0s,32,32,32,0,4,-225,0.38,A
863,863,24d10m17.6s,15d47m22.5s,15,13,14,90,4,-47,1.09,A
864,864,24d10m17.7s,15d47m21.6s,27,25,26,0,4,50,1.05,A
865,865,24d10m17.7s,15d47m11.9s,50,30,43,0,4,121,0.64,A
866,866,24d10m18.0s,15d45m59.1s,19,19,19,0,4,28,2.98,A
867,867,24d10m18.0s,15d48m2.4s,31,31,31,0,2,16,2.95,A
868,868,24d10m18.2s,15d45m46.0s,24,24,24,0,4,142,3.6,A
869,869,24d10m18.2s,15d46m3.4s,31,31,31,0,4,-4,2.78,A
870,870,24d10m18.2s,15d47m10.7s,39,28,35,0,4,130,0.58,A
871,871,24d10m18.3s,15d47m38.8s,21,21,21,0,4,108,1.83,A
872,872,24d10m18.3s,15d48m39.8s,27,27,27,0,1,34,4.72,A
873,873,24d10m18.3s,15d47m3.9s,21,20,21,0,4,189,0.37,A
874,874,24d10m18.4s,15d46m32.4s,19,17,19,0,2,-124,1.41,A
875,875,24d10m18.4s,15d47m33.7s,16,15,16,90,4,75,1.59,A
876,876,24d10m18.6s,15d47m39.6s,22,22,22,0,4,111,1.87,A
877,877,24d10m18.6s,15d45m46.9s,40,40,40,0,4,135,3.56,A
878,878,24d10m18.6s,15d48m6.1s,22,22,22,0,2,43,3.12,A
879,879,24d10m18.8s,15d46m36.9s,31,31,31,0,2,-131,1.2,A
880,880,24d10m18.8s,15d48m36.7s,34,34,34,0,1,13,4.57,A
881,881,24d10m18.9s,15d46m42.0s,30,28,29,0,2,150,0.97,A
882,882,24d10m18.9s,15d45m33.6s,54,54,54,0,4,253,4.19,A
883,883,24d10m19.0s,15d48m1.8s,22,22,22,0,2,6,2.91,A
884,884,24d10m19.0s,15d46m17.4s,117,117,117,0,4,-117,2.11,A
885,885,24d10m19.0s,15d46m29.8s,46,32,41,-20,2,-134,1.53,A
886,886,24d10m19.2s,15d46m31.4s,45,42,44,0,2,-133,1.45,A
887,887,24d10m19.3s,15d47m32.4s,66,46,59,70,4,61,1.52,A
888,888,24d10m19.3s,15d47m4.1s,17,15,16,0,4,186,0.34,A
889,889,24d10m19.3s,15d48m21.9s,30,30,30,0,1,-132,3.87,A
890,890,24d10m19.4s,15d45m35.5s,40,40,40,0,4,236,4.09,A
891,891,24d10m19.4s,15d48m8.1s,16,16,16,0,2,61,3.21,A
892,892,24d10m19.7s,15d48m11.0s,20,20,20,0,2,87,3.35,A
893,893,24d10m19.8s,15d46m37.2s,16,16,16,0,2,-140,1.18,A
894,894,24d10m19.9s,15d48m12.1s,18,18,18,0,2,97,3.4,A
895,895,24d10m19.9s,15d48m32.3s,139,95,124,10,1,-38,4.36,A
896,896,24d10m20.0s,15d46m36.2s,26,23,25,0,2,-140,1.22,A
897,897,24d10m20.0s,15d47m33.0s,14,13,14,90,4,60,1.54,A
898,898,24d10m20.0s,15d48m6.8s,39,28,35,-70,2,49,3.14,A
899,899,24d10m20.1s,15d48m1.9s,33,31,32,90,2,5,2.91,A
900,900,24d10m20.2s,15d48m13.8s,53,53,53,0,2,112,3.48,A
901,901,24d10m20.3s,15d48m8.6s,24,23,23,90,2,66,3.23,A
902,902,24d10m20.3s,15d46m41.5s,34,25,31,0,2,158,0.97,A
903,903,24d10m20.6s,15d46m48.0s,42,42,42,0,2,-194,0.67,A
904,904,24d10m20.7s,15d47m29.3s,18,17,18,0,4,33,1.37,A
905,905,24d10m20.7s,15d48m4.9s,50,50,50,0,2,32,3.05,A
906,906,24d10m21.0s,15d48m9.5s,19,18,19,90,2,74,3.27,A
907,907,24d10m21.0s,15d46m39.2s,25,22,24,0,2,156,1.07,A
908,908,24d10m21.1s,15d47m25.8s,15,15,15,0,4,15,1.2,A
909,909,24d10m21.2s,15d48m33.5s,17,15,16,90,1,-27,4.41,A
910,910,24d10m21.2s,15d48m8.4s,15,14,15,90,2,64,3.22,A
911,911,24d10m21.3s,15d44m58.1s,13,13,13,0,2,-172,5.87,A
912,912,24d10m21.6s,15d47m25.1s,8,8,8,0,4,-9,1.16,A
913,913,24d10m21.6s,15d47m25.7s,15,15,15,90,4,9,1.19,A
914,914,24d10m21.7s,15d46m38.5s,21,20,20,0,2,159,1.09,A
915,915,24d10m21.7s,15d47m29.4s,10,10,10,0,4,27,1.36,A
916,916,24d10m21.8s,15d47m26.9s,16,15,16,90,4,14,1.24,A
917,917,24d10m21.9s,15d48m32.7s,10,10,10,90,1,-34,4.37,A
918,918,24d10m21.9s,15d48m33.3s,10,9,9,90,1,-29,4.4,A
919,919,24d10m21.9s,15d48m10.6s,37,37,37,0,2,83,3.32,A
920,920,24d10m22.0s,15d47m3.6s,22,22,22,0,4,-188,0.21,A
921,921,24d10m22.3s,15d47m25.1s,21,19,20,90,4,-4,1.15,A
922,922,24d10m22.3s,15d48m7.7s,45,42,44,90,2,57,3.18,A
923,923,24d10m22.3s,15d48m14.0s,40,40,40,0,2,111,3.48,A
924,924,24d10m22.4s,15d46m16.3s,30,30,30,0,4,-100,2.15,A
925,925,24d10m22.5s,15d47m12.4s,26,26,26,0,4,-109,0.56,A
926,926,24d10m22.7s,15d47m26.1s,18,17,18,90,4,6,1.2,A
927,927,24d10m22.7s,15d46m56.6s,20,20,20,0,4,-251,0.26,A
928,928,24d10m23.0s,15d48m36.5s,34,34,34,0,1,-8,4.55,A
929,929,24d10m23.1s,15d46m57.5s,15,15,15,0,4,-243,0.22,A
930,930,24d10m23.1s,15d48m4.5s,28,28,28,0,2,29,3.03,A
931,931,24d10m23.3s,15d47m29.9s,119,92,110,85,4,21,1.38,A
932,932,24d10m23.4s,15d46m56.9s,24,24,24,0,4,-248,0.23,A
933,933,24d10m23.4s,15d47m5.2s,37,37,37,0,4,-174,0.23,A
934,934,24d10m23.5s,15d47m12.1s,34,34,34,0,4,-111,0.54,A
935,935,24d10m23.6s,15d47m28.0s,20,19,20,0,4,7,1.29,A
936,936,24d10m23.7s,15d48m12.3s,21,21,21,0,2,93,3.4,A
937,937,24d10m23.7s,15d48m7.8s,26,22,25,90,2,54,3.18,A
938,938,24d10m23.9s,15d46m37.3s,43,43,43,0,2,-175,1.14,A
939,939,24d10m24.1s,15d48m6.5s,23,23,23,0,2,43,3.12,A
940,940,24d10m24.1s,15d46m27.3s,31,22,28,0,2,-183,1.61,A
941,941,24d10m24.5s,15d48m6.1s,16,16,16,0,2,38,3.1,A
942,942,24d10m24.6s,15d48m11.9s,21,20,21,90,2,89,3.38,A
943,943,24d10m24.6s,15d47m22.5s,28,28,28,0,4,-24,1.02,A
944,944,24d10m24.6s,15d48m8.1s,23,22,23,0,2,55,3.2,A
945,945,24d10m24.7s,15d46m37.8s,27,27,27,0,2,-183,1.12,A
946,946,24d10m25.1s,15d48m37.3s,49,41,46,0,1,-10,4.59,A
947,947,24d10m25.6s,15d47m24.6s,25,18,23,0,4,22,1.12,A
948,948,24d10m25.7s,15d48m10.9s,42,40,41,90,2,79,3.33,A
949,949,24d10m26.3s,15d47m0.5s,241,183,222,0,4,218,0.03,A
950,950,24d10m26.5s,15d47m13.0s,33,33,33,0,4,-108,0.57,A
951,951,24d10m26.6s,15d46m39.5s,24,24,24,0,2,-203,1.03,A
952,952,24d10m26.7s,15d46m30.9s,65,53,61,0,2,-198,1.44,A
953,953,24d10m26.7s,15d47m24.7s,26,26,26,0,4,-30,1.13,A
954,954,24d10m26.7s,15d48m12.3s,49,36,44,90,2,92,3.39,A
955,955,24d10m26.9s,15d47m37.6s,34,34,34,0,4,63,1.74,A
956,956,24d10m27.0s,15d47m26.0s,54,47,51,0,4,-26,1.19,A
957,957,24d10m27.0s,15d47m23.9s,21,14,18,0,4,36,1.09,A
958,958,24d10m27.1s,15d48m8.2s,103,64,90,-60,2,55,3.2,A
959,959,24d10m27.1s,15d46m0.2s,33,33,33,0,4,44,2.91,A
960,960,24d10m27.4s,15d47m23.4s,13,9,12,0,4,41,1.07,A
961,961,24d10m27.4s,15d47m21.0s,18,18,18,0,4,51,0.95,A
962,962,24d10m27.5s,15d45m15.0s,21,21,21,0,2,-301,5.07,A
963,963,24d10m27.5s,15d47m28.1s,35,35,35,0,4,-17,1.29,A
964,964,24d10m27.6s,15d48m6.6s,22,22,22,0,2,41,3.13,A
965,965,24d10m27.6s,15d46m53.9s,28,28,28,0,2,-274,0.35,A
966,966,24d10m27.7s,15d46m43.1s,13,12,13,0,2,222,0.86,A
967,967,24d10m27.8s,15d45m51.0s,68,68,68,0,4,127,3.35,A
968,968,24d10m28.0s,15d47m7.7s,26,26,26,0,4,-158,0.33,A
969,969,24d10m28.0s,15d47m20.4s,28,23,26,0,4,59,0.92,A
970,970,24d10m28.1s,15d47m59.9s,28,23,26,0,2,-12,2.8,A
971,971,24d10m28.2s,15d46m36.9s,44,44,44,0,2,-212,1.16,A
972,972,24d10m28.2s,15d46m35.6s,40,40,40,0,2,-211,1.22,A
973,973,24d10m28.3s,15d48m8.8s,18,17,17,0,2,61,3.23,A
974,974,24d10m28.4s,15d48m13.6s,23,22,23,90,2,104,3.46,A
976,976,24d10m28.6s,15d47m31.9s,13,13,13,0,4,12,1.47,A
977,977,24d10m28.6s,15d45m55.5s,51,51,51,0,4,86,3.13,A
978,978,24d10m28.8s,15d46m41.2s,42,42,42,0,2,-225,0.96,A
979,979,24d10m28.9s,15d47m31.0s,24,19,23,90,4,4,1.43,A
980,980,24d10m28.9s,15d48m23.4s,39,39,39,0,1,-133,3.93,A
981,981,24d10m28.9s,15d47m30.2s,15,15,15,0,4,-2,1.4,A
982,982,24d10m29.0s,15d48m10.3s,35,25,31,90,2,75,3.3,A
983,983,24d10m29.1s,15d47m8.2s,18,18,18,0,4,-157,0.37,A
984,984,24d10m29.1s,15d47m22.5s,26,25,25,0,4,58,1.03,A
985,985,24d10m29.2s,15d47m12.6s,17,17,17,0,4,-121,0.57,A
986,986,24d10m29.2s,15d47m21.0s,32,27,30,0,4,65,0.96,A
987,987,24d10m29.3s,15d47m19.2s,29,21,26,0,4,74,0.88,A
988,988,24d10m29.3s,15d46m50.4s,40,40,40,0,2,-266,0.53,A
989,989,24d10m29.3s,15d48m25.1s,30,30,30,0,1,-121,4.01,A
990,990,24d10m29.3s,15d48m22.1s,75,65,71,0,1,-146,3.87,A
991,991,24d10m29.4s,15d48m12.8s,34,30,33,0,2,98,3.42,A
992,992,24d10m29.4s,15d46m43.1s,14,14,14,0,2,-236,0.87,A
993,993,24d10m29.5s,15d47m25.7s,17,17,17,90,4,-43,1.19,A
994,994,24d10m29.5s,15d48m12.2s,85,59,76,-30,2,93,3.39,A
995,995,24d10m29.8s,15d46m42.0s,21,20,21,0,2,236,0.93,A
996,996,24d10m29.9s,15d46m36.2s,37,37,37,0,2,-225,1.2,A
997,997,24d10m29.9s,15d47m9.7s,23,23,23,0,4,-147,0.45,A
998,998,24d10m29.9s,15d45m58.1s,155,133,148,-30,4,63,3.01,A
999,999,24d10m30.0s,15d47m26.0s,12,11,12,90,4,-40,1.2,A
1000,1000,24d10m30.0s,15d48m20.7s,27,27,27,0,1,-160,3.8,A
1001,1001,24d10m30.1s,15d46m37.7s,26,26,26,0,2,-229,1.13,A
1002,1002,24d10m30.2s,15d46m44.4s,12,11,12,0,2,247,0.82,A
1003,1003,24d10m30.2s,15d47m17.8s,64,63,64,0,4,88,0.82,A
1004,1004,24d10m30.2s,15d48m14.1s,27,27,27,0,2,111,3.49,A
1005,1005,24d10m30.3s,15d48m16.6s,45,45,45,0,2,133,3.61,A
1006,1006,24d10m30.3s,15d46m42.6s,20,19,20,0,2,242,0.91,A
1007,1007,24d10m30.4s,15d48m36.9s,84,66,78,20,1,-30,4.58,A
1008,1008,24d10m30.4s,15d47m1.5s,68,43,59,0,4,218,0.21,A
1009,1009,24d10m30.4s,15d47m21.6s,50,37,46,0,4,71,1.0,A
1010,1010,24d10m30.5s,15d47m29.6s,11,11,11,90,4,-10,1.38,A
1011,1011,24d10m30.5s,15d45m51.0s,39,39,39,0,4,127,3.35,A
1012,1012,24d10m30.5s,15d48m12.9s,21,20,21,90,2,101,3.43,A
1013,1013,24d10m30.6s,15d48m19.0s,48,48,48,0,2,155,3.72,A
1014,1014,24d10m30.6s,15d46m40.3s,20,20,20,0,2,238,1.02,A
1015,1015,24d10m30.6s,15d48m23.0s,22,22,22,0,1,-142,3.91,A
1016,1016,24d10m30.8s,15d47m24.7s,19,18,19,90,4,-52,1.15,A
1017,1017,24d10m30.8s,15d48m42.0s,43,27,38,0,1,8,4.82,A
1019,1019,24d10m31.0s,15d48m42.5s,12,12,12,90,1,13,4.84,A
1020,1020,24d10m31.0s,15d48m39.4s,32,32,32,0,1,-14,4.69,A
1021,1021,24d10m31.0s,15d48m21.3s,24,24,24,0,1,-158,3.83,A
1022,1022,24d10m31.0s,15d47m31.3s,14,12,13,0,4,-2,1.46,A
1023,1023,24d10m31.0s,15d47m26.1s,49,28,42,20,4,-41,1.22,A
1024,1024,24d10m31.2s,15d47m40.2s,68,68,68,0,4,80,1.88,A
1025,1025,24d10m31.3s,15d46m37.0s,44,43,44,0,2,-238,1.18,A
1026,1026,24d10m31.4s,15d46m17.3s,21,21,21,0,4,-95,2.11,A
1027,1027,24d10m31.4s,15d46m39.9s,18,18,18,0,2,-244,1.04,A
1028,1028,24d10m31.5s,15d46m40.6s,18,17,18,0,2,246,1.01,A
1029,1029,24d10m31.6s,15d46m41.6s,17,16,17,0,2,249,0.97,A
1030,1030,24d10m31.6s,15d48m12.5s,12,12,12,0,2,100,3.41,A
1031,1031,24d10m31.6s,15d47m26.6s,14,14,14,90,4,-39,1.24,A
1032,1032,24d10m31.7s,15d48m13.6s,33,25,30,-60,2,110,3.47,A
1033,1033,24d10m31.8s,15d46m42.6s,12,12,12,0,2,-254,0.92,A
1034,1034,24d10m31.8s,15d46m38.7s,23,22,22,90,2,-245,1.1,A
1035,1035,24d10m31.9s,15d46m39.6s,14,14,14,0,2,-247,1.06,A
1036,1036,24d10m31.9s,15d46m42.0s,15,15,15,0,2,253,0.95,A
1037,1037,24d10m31.9s,15d47m30.8s,41,33,38,10,4,-4,1.44,A
1038,1038,24d10m31.9s,15d47m5.2s,24,23,24,0,4,191,0.34,A
1039,1039,24d10m32.0s,15d45m49.4s,21,21,21,0,4,142,3.43,A
1040,1040,24d10m32.0s,15d46m40.0s,8,7,8,0,2,249,1.04,A
1041,1041,24d10m32.0s,15d45m47.9s,22,22,22,0,4,155,3.5,A
1042,1042,24d10m32.1s,15d48m24.9s,104,87,98,-60,1,-134,4.01,A
1043,1043,24d10m32.2s,15d46m41.5s,11,11,11,0,2,-254,0.98,A
1044,1044,24d10m32.2s,15d47m27.6s,58,43,53,-80,4,-29,1.3,A
1045,1045,24d10m32.2s,15d45m35.2s,31,31,31,0,4,269,4.11,A
1046,1046,24d10m32.3s,15d48m16.5s,39,39,39,0,2,136,3.61,A
1047,1047,24d10m32.3s,15d48m14.7s,22,22,22,0,2,120,3.52,A
1048,1048,24d10m32.3s,15d46m46.7s,15,14,15,0,2,272,0.75,A
1049,1049,24d10m32.4s,15d47m25.0s,14,14,14,90,4,-50,1.18,A
1050,1050,24d10m32.5s,15d48m37.9s,37,37,37,0,1,-28,4.63,A
1051,1051,24d10m32.5s,15d46m47.4s,16,15,16,0,2,276,0.72,A
1052,1052,24d10m32.5s,15d46m40.3s,21,20,21,0,2,254,1.04,A
1053,1053,24d10m32.6s,15d46m39.6s,13,12,13,0,2,253,1.07,A
1054,1054,24d10m32.6s,15d47m21.4s,46,46,46,0,4,-83,1.01,A
1055,1055,24d10m32.6s,15d47m29.0s,7,7,7,0,4,-16,1.36,A
1056,1056,24d10m32.7s,15d48m21.3s,24,24,24,0,1,-165,3.84,A
1057,1057,24d10m32.7s,15d47m29.8s,16,16,16,90,4,-10,1.4,A
1058,1058,24d10m32.8s,15d48m35.5s,25,25,25,0,1,-50,4.51,A
1059,1059,24d10m32.9s,15d47m5.9s,33,24,30,0,4,189,0.39,A
1060,1060,24d10m32.9s,15d48m13.8s,24,24,24,0,2,112,3.48,A
1061,1061,24d10m32.9s,15d47m40.9s,38,38,38,0,4,86,1.92,A
1062,1062,24d10m32.9s,15d48m13.2s,26,26,26,0,2,107,3.46,A
1063,1063,24d10m33.0s,15d47m24.4s,28,20,25,20,4,-55,1.16,A
1064,1064,24d10m33.0s,15d47m28.8s,9,9,9,0,4,-16,1.36,A
1065,1065,24d10m33.1s,15d46m55.4s,45,45,45,0,4,-258,0.43,A
1066,1066,24d10m33.1s,15d48m14.6s,17,17,17,0,2,119,3.52,A
1068,1068,24d10m33.4s,15d46m46.6s,16,15,16,0,4,275,0.77,A
1069,1069,24d10m33.4s,15d47m28.5s,16,13,15,0,4,-18,1.35,A
1070,1070,24d10m33.4s,15d47m1.6s,16,16,16,0,4,-226,0.35,A
1071,1071,24d10m33.4s,15d47m8.6s,29,16,25,0,4,170,0.5,A
1072,1072,24d10m33.5s,15d46m47.2s,20,13,18,0,4,272,0.75,A
1073,1073,24d10m33.5s,15d46m54.1s,30,30,30,0,4,-259,0.48,A
1074,1074,24d10m33.5s,15d45m43.6s,23,23,23,0,4,195,3.72,A
1075,1075,24d10m33.5s,15d47m56.4s,30,30,30,0,2,-44,2.66,A
1076,1076,24d10m33.6s,15d46m1.9s,40,40,40,0,4,35,2.85,A
1077,1077,24d10m33.7s,15d47m29.6s,11,7,10,0,4,-8,1.41,A
1078,1078,24d10m33.8s,15d48m9.8s,242,178,221,-30,2,76,3.3,A
1079,1079,24d10m33.8s,15d46m43.0s,29,24,28,0,4,270,0.94,A
1080,1080,24d10m33.8s,15d47m58.1s,24,22,24,90,2,-28,2.74,A
1081,1081,24d10m33.9s,15d47m31.4s,15,14,14,90,4,7,1.49,A
1082,1082,24d10m33.9s,15d46m3.7s,61,61,61,0,4,21,2.76,A
1083,1083,24d10m33.9s,15d46m40.2s,31,21,28,0,4,261,1.06,A
1084,1084,24d10m34.2s,15d48m12.5s,35,35,35,0,2,100,3.43,A
1085,1085,24d10m34.3s,15d47m41.5s,37,37,37,0,4,92,1.96,A
1086,1086,24d10m34.3s,15d45m48.3s,123,91,112,0,4,154,3.5,A
1087,1087,24d10m34.4s,15d47m24.6s,15,14,15,90,4,-53,1.19,A
1088,1088,24d10m34.4s,15d48m42.3s,34,34,34,0,1,4,4.84,A
1089,1089,24d10m34.5s,15d47m7.9s,23,23,23,0,4,-181,0.51,A
1090,1090,24d10m34.5s,15d46m46.8s,20,17,19,0,4,265,0.79,A
1091,1091,24d10m34.5s,15d47m19.1s,58,57,57,0,4,99,0.94,A
1092,1092,24d10m34.5s,15d46m46.0s,28,16,24,0,4,266,0.82,A
1093,1093,24d10m34.5s,15d46m56.2s,22,22,22,0,4,-243,0.46,A
1094,1094,24d10m34.6s,15d46m43.6s,30,26,29,0,4,264,0.93,A
1095,1095,24d10m34.6s,15d47m27.2s,69,69,69,0,4,-30,1.31,A
1096,1096,24d10m34.7s,15d46m48.5s,27,27,27,0,4,-260,0.72,A
1097,1097,24d10m34.8s,15d48m17.0s,33,33,33,0,2,141,3.64,A
1098,1098,24d10m34.9s,15d47m30.7s,30,29,30,90,4,3,1.47,A
1099,1099,24d10m35.0s,15d46m5.1s,40,40,40,0,4,14,2.7,A
1100,1100,24d10m35.1s,15d48m13.5s,22,21,22,90,2,110,3.48,A
1101,1101,24d10m35.1s,15d47m56.0s,33,19,28,0,2,-43,2.65,A
1102,1102,24d10m35.1s,15d46m22.4s,79,79,79,0,4,-124,1.9,A
1103,1103,24d10m35.2s,15d45m9.6s,36,36,36,0,2,-231,5.34,A
1104,1104,24d10m35.2s,15d47m25.5s,20,18,19,90,4,-43,1.24,A
1105,1105,24d10m35.2s,15d46m53.7s,24,24,24,0,4,-247,0.55,A
1106,1106,24d10m35.2s,15d46m44.5s,32,27,30,0,4,260,0.9,A
1107,1107,24d10m35.2s,15d46m20.8s,40,40,40,0,4,-110,1.97,A
1108,1108,24d10m35.4s,15d47m29.8s,18,12,16,-40,4,-7,1.43,A
1109,1109,24d10m35.6s,15d46m49.1s,25,19,23,0,4,251,0.72,A
1110,1110,24d10m35.7s,15d46m50.0s,28,27,28,0,4,249,0.7,A
1111,1111,24d10m35.7s,15d47m31.4s,19,19,19,90,4,7,1.51,A
1112,1112,24d10m35.7s,15d48m15.5s,18,18,18,0,2,128,3.58,A
1113,1113,24d10m35.8s,15d46m29.0s,32,22,29,-65,4,-172,1.6,A
1114,1114,24d10m35.8s,15d46m48.4s,19,13,17,0,4,251,0.76,A
1115,1115,24d10m35.8s,15d47m0.1s,27,27,27,0,4,-215,0.46,A
1116,1116,24d10m35.8s,15d46m46.1s,39,33,37,0,4,254,0.85,A
1117,1117,24d10m35.8s,15d47m58.9s,158,126,147,-30,2,-16,2.8,A
1118,1118,24d10m35.8s,15d46m47.7s,23,19,21,0,4,252,0.79,A
1119,1119,24d10m35.8s,15d47m17.6s,41,40,40,0,4,110,0.91,A
1120,1120,24d10m35.9s,15d46m38.2s,17,16,17,90,4,-237,1.19,A
1121,1121,24d10m35.9s,15d46m0.3s,27,27,27,0,4,56,2.94,A
1122,1122,24d10m36.1s,15d47m28.7s,27,27,27,0,4,-15,1.4,A
1123,1123,24d10m36.1s,15d46m38.8s,24,23,23,90,4,-238,1.16,A
1124,1124,24d10m36.1s,15d46m3.4s,33,33,33,0,4,33,2.8,A
1125,1125,24d10m36.2s,15d46m57.1s,34,34,34,0,4,-227,0.51,A
1126,1126,24d10m36.2s,15d45m52.7s,296,251,281,-50,4,119,3.3,A
1127,1127,24d10m36.2s,15d47m30.5s,23,23,23,0,4,2,1.48,A
1128,1128,24d10m36.2s,15d46m41.1s,27,19,24,0,4,245,1.06,A
1129,1129,24d10m36.2s,15d47m5.2s,67,67,67,0,4,-192,0.51,A
1130,1130,24d10m36.2s,15d46m30.0s,21,21,21,0,4,-178,1.56,A
1131,1131,24d10m36.3s,15d47m7.6s,26,26,26,0,4,-181,0.57,A
1132,1132,24d10m36.5s,15d46m40.1s,36,29,33,0,4,-240,1.11,A
1133,1133,24d10m36.5s,15d46m44.5s,38,38,38,0,4,-249,0.93,A
1134,1134,24d10m36.5s,15d46m42.6s,64,52,60,0,4,246,1.01,A
1135,1135,24d10m36.6s,15d46m58.2s,18,18,18,0,4,-219,0.51,A
1136,1136,24d10m36.6s,15d46m37.9s,24,19,22,70,4,-231,1.21,A
1137,1137,24d10m36.6s,15d46m53.7s,39,39,39,0,4,-236,0.61,A
1138,1138,24d10m36.7s,15d45m7.6s,47,47,47,0,2,-209,5.44,A
1139,1139,24d10m36.7s,15d46m28.5s,24,24,24,90,4,-164,1.63,A
1140,1140,24d10m36.9s,15d45m9.3s,42,42,42,0,2,-223,5.36,A
1141,1141,24d10m36.9s,15d46m26.2s,20,20,20,0,4,-146,1.74,A
1142,1142,24d10m36.9s,15d46m9.2s,31,31,31,0,4,-11,2.53,A
1143,1143,24d10m37.0s,15d46m32.5s,55,48,53,0,4,-193,1.46,A
1144,1144,24d10m37.0s,15d46m40.8s,21,20,21,90,4,-238,1.09,A
1145,1145,24d10m37.2s,15d48m21.8s,19,19,19,0,1,-178,3.88,A
1146,1146,24d10m37.3s,15d46m49.0s,57,57,57,0,4,-237,0.78,A
1147,1147,24d10m37.3s,15d46m58.8s,16,16,16,0,4,-211,0.54,A
1148,1148,24d10m37.4s,15d46m43.4s,22,16,20,0,4,240,0.99,A
1149,1149,24d10m37.5s,15d46m28.2s,6,6,6,90,4,-159,1.66,A
1150,1150,24d10m37.5s,15d47m31.5s,28,28,28,0,4,11,1.55,A
1151,1151,24d10m37.5s,15d46m44.6s,15,14,15,0,4,240,0.95,A
1152,1152,24d10m37.6s,15d46m27.3s,39,39,39,0,4,-151,1.7,A
1153,1153,24d10m37.7s,15d48m13.7s,34,25,31,40,2,112,3.5,A
1154,1154,24d10m37.7s,15d46m28.3s,20,20,20,0,4,-237,0.98,A
1155,1155,24d10m37.9s,15d46m44.1s,26,26,26,0,4,9,1.52,A
1156,1156,24d10m38.0s,15d47m30.8s,34,34,34,0,4,-208,0.58,A
1157,1157,24d10m38.1s,15d46m57.9s,30,21,27,90,4,-229,1.11,A
1158,1158,24d10m38.2s,15d46m41.0s,14,13,14,0,4,-154,1.68,A
1159,1159,24d10m38.2s,15d46m28.0s,28,28,28,0,4,-216,0.63,A
1162,1162,24d10m38.6s,15d48m16.2s,12,12,12,0,2,106,3.47,A
1163,1163,24d10m38.6s,15d48m12.9s,12,12,12,0,4,231,0.94,A
1164,1164,24d10m38.6s,15d46m45.6s,33,33,33,0,4,-227,0.86,A
1165,1165,24d10m38.7s,15d46m47.9s,39,39,39,0,4,-210,1.3,A
1166,1166,24d10m38.7s,15d46m36.9s,46,31,41,0,4,68,1.14,A
1167,1167,24d10m38.7s,15d47m21.5s,37,37,37,0,4,-228,1.04,A
1169,1169,24d10m38.8s,15d46m51.2s,13,12,13,0,4,231,0.97,A
